Subject Activity variable Avg
9 STANDING GravityAccSd-Y -0.972573867555556
9 WALKING GravityAccSd-Y -0.971242423076923
9 WALKING_DOWNSTAIRS GravityAccSd-Y -0.936306558809524
9 WALKING_UPSTAIRS GravityAccSd-Y -0.901317321632653
10 LAYING GravityAccSd-Y -0.966701156034483
10 SITTING GravityAccSd-Y -0.935690006481481
10 STANDING GravityAccSd-Y -0.975410724090909
10 WALKING GravityAccSd-Y -0.971114719811321
10 WALKING_DOWNSTAIRS GravityAccSd-Y -0.937003823684211
10 WALKING_UPSTAIRS GravityAccSd-Y -0.937039417446809
11 LAYING GravityAccSd-Y -0.990765579649123
11 SITTING GravityAccSd-Y -0.949792572075472
11 STANDING GravityAccSd-Y -0.981047828723404
11 WALKING GravityAccSd-Y -0.966240553559322
11 WALKING_DOWNSTAIRS GravityAccSd-Y -0.926310469565217
11 WALKING_UPSTAIRS GravityAccSd-Y -0.924360832962963
12 LAYING GravityAccSd-Y -0.974396492666667
12 SITTING GravityAccSd-Y -0.963641979215686
12 STANDING GravityAccSd-Y -0.970482614590164
12 WALKING GravityAccSd-Y -0.9646191738
12 WALKING_DOWNSTAIRS GravityAccSd-Y -0.94329842826087
12 WALKING_UPSTAIRS GravityAccSd-Y -0.941378352307692
13 LAYING GravityAccSd-Y -0.975948136290323
13 SITTING GravityAccSd-Y -0.951353064693878
13 STANDING GravityAccSd-Y -0.974681225789474
13 WALKING GravityAccSd-Y -0.960899845614035
13 WALKING_DOWNSTAIRS GravityAccSd-Y -0.92854437106383
13 WALKING_UPSTAIRS GravityAccSd-Y -0.922054968727273
14 LAYING GravityAccSd-Y -0.94877486372549
14 SITTING GravityAccSd-Y -0.95032266362963
14 STANDING GravityAccSd-Y -0.965781048333333
14 WALKING GravityAccSd-Y -0.954455935762712
14 WALKING_DOWNSTAIRS GravityAccSd-Y -0.920725940666667
14 WALKING_UPSTAIRS GravityAccSd-Y -0.907231431296296
15 LAYING GravityAccSd-Y -0.986036192361111
15 SITTING GravityAccSd-Y -0.943561411694915
15 STANDING GravityAccSd-Y -0.965687978301887
15 WALKING GravityAccSd-Y -0.971056501481481
15 WALKING_DOWNSTAIRS GravityAccSd-Y -0.925685893571429
15 WALKING_UPSTAIRS GravityAccSd-Y -0.927648821458333
16 LAYING GravityAccSd-Y -0.966087103857143
16 SITTING GravityAccSd-Y -0.968023206956522
16 STANDING GravityAccSd-Y -0.980552435769231
16 WALKING GravityAccSd-Y -0.973784841960784
16 WALKING_DOWNSTAIRS GravityAccSd-Y -0.955487793617021
16 WALKING_UPSTAIRS GravityAccSd-Y -0.933657461176471
17 LAYING GravityAccSd-Y -0.961466681267606
17 SITTING GravityAccSd-Y -0.9667201059375
17 STANDING GravityAccSd-Y -0.975810476025641
17 WALKING GravityAccSd-Y -0.968613202622951
17 WALKING_DOWNSTAIRS GravityAccSd-Y -0.946576675652174
17 WALKING_UPSTAIRS GravityAccSd-Y -0.91597346625
18 LAYING GravityAccSd-Y -0.994093522615385
18 SITTING GravityAccSd-Y -0.984035479473684
18 STANDING GravityAccSd-Y -0.981335941917808
18 WALKING GravityAccSd-Y -0.975311658928571
18 WALKING_DOWNSTAIRS GravityAccSd-Y -0.932962218181818
18 WALKING_UPSTAIRS GravityAccSd-Y -0.942056881206897
19 LAYING GravityAccSd-Y -0.986993149638554
19 SITTING GravityAccSd-Y -0.96996981369863
19 STANDING GravityAccSd-Y -0.971426607808219
19 WALKING GravityAccSd-Y -0.958651200384615
19 WALKING_DOWNSTAIRS GravityAccSd-Y -0.917880864102564
19 WALKING_UPSTAIRS GravityAccSd-Y -0.9010448505
20 LAYING GravityAccSd-Y -0.976018476911765
20 SITTING GravityAccSd-Y -0.966983534242424
20 STANDING GravityAccSd-Y -0.957462721369863
20 WALKING GravityAccSd-Y -0.962003383529412
20 WALKING_DOWNSTAIRS GravityAccSd-Y -0.908577153777778
20 WALKING_UPSTAIRS GravityAccSd-Y -0.92459435372549
21 LAYING GravityAccSd-Y -0.983732936111111
21 SITTING GravityAccSd-Y -0.979355363176471
21 STANDING GravityAccSd-Y -0.977681415955056
21 WALKING GravityAccSd-Y -0.964144520576923
21 WALKING_DOWNSTAIRS GravityAccSd-Y -0.940111830666667
21 WALKING_UPSTAIRS GravityAccSd-Y -0.941523624255319
22 LAYING GravityAccSd-Y -0.958826938556944
22 SITTING GravityAccSd-Y -0.954225015274194
22 STANDING GravityAccSd-Y -0.971080742857143
22 WALKING GravityAccSd-Y -0.963639340217391
22 WALKING_DOWNSTAIRS GravityAccSd-Y -0.945824352777778
22 WALKING_UPSTAIRS GravityAccSd-Y -0.941620221904762
23 LAYING GravityAccSd-Y -0.982794562916667
23 SITTING GravityAccSd-Y -0.960917426323529
23 STANDING GravityAccSd-Y -0.984818648823529
23 WALKING GravityAccSd-Y -0.966550706949153
23 WALKING_DOWNSTAIRS GravityAccSd-Y -0.93901254962963
23 WALKING_UPSTAIRS GravityAccSd-Y -0.910474557058824
24 LAYING GravityAccSd-Y -0.993454358055556
24 SITTING GravityAccSd-Y -0.971692544705882
24 STANDING GravityAccSd-Y -0.968155388695652
24 WALKING GravityAccSd-Y -0.962578844310345
24 WALKING_DOWNSTAIRS GravityAccSd-Y -0.941478979454546
24 WALKING_UPSTAIRS GravityAccSd-Y -0.916690779830509
25 LAYING GravityAccSd-Y -0.643578361424658
25 SITTING GravityAccSd-Y -0.963415016923077
25 STANDING GravityAccSd-Y -0.980642970675676
25 WALKING GravityAccSd-Y -0.965093441081081
25 WALKING_DOWNSTAIRS GravityAccSd-Y -0.937816011034483
25 WALKING_UPSTAIRS GravityAccSd-Y -0.931758272769231
26 LAYING GravityAccSd-Y -0.987887995263158
26 SITTING GravityAccSd-Y -0.949286700807692
26 STANDING GravityAccSd-Y -0.966986433783784
26 WALKING GravityAccSd-Y -0.969040314237288
26 WALKING_DOWNSTAIRS GravityAccSd-Y -0.9354258554
26 WALKING_UPSTAIRS GravityAccSd-Y -0.937858157818182
27 LAYING GravityAccSd-Y -0.993701742972973
27 SITTING GravityAccSd-Y -0.982553336571429
27 STANDING GravityAccSd-Y -0.97964105225
27 WALKING GravityAccSd-Y -0.973792999824561
27 WALKING_DOWNSTAIRS GravityAccSd-Y -0.934963993181818
27 WALKING_UPSTAIRS GravityAccSd-Y -0.947713378627451
28 LAYING GravityAccSd-Y -0.9697590285
28 SITTING GravityAccSd-Y -0.971766352361111
28 STANDING GravityAccSd-Y -0.962801441898734
28 WALKING GravityAccSd-Y -0.968780859814815
28 WALKING_DOWNSTAIRS GravityAccSd-Y -0.948404212173913
28 WALKING_UPSTAIRS GravityAccSd-Y -0.927641087843137
29 LAYING GravityAccSd-Y -0.99424764884058
29 SITTING GravityAccSd-Y -0.973604289833333
29 STANDING GravityAccSd-Y -0.985134032307692
29 WALKING GravityAccSd-Y -0.975272848113208
29 WALKING_DOWNSTAIRS GravityAccSd-Y -0.91390306375
29 WALKING_UPSTAIRS GravityAccSd-Y -0.923007798367347
30 LAYING GravityAccSd-Y -0.988930714857143
30 SITTING GravityAccSd-Y -0.959361306774194
30 STANDING GravityAccSd-Y -0.95814576338983
30 WALKING GravityAccSd-Y -0.970176562153846
30 WALKING_DOWNSTAIRS GravityAccSd-Y -0.918678752419355
30 WALKING_UPSTAIRS GravityAccSd-Y -0.914933936
1 LAYING GravityAccSd-Z -0.85236629022
1 SITTING GravityAccSd-Z -0.949040933191489
1 STANDING GravityAccSd-Z -0.976324063584906
1 WALKING GravityAccSd-Z -0.947717226105263
1 WALKING_DOWNSTAIRS GravityAccSd-Z -0.895939695102041
1 WALKING_UPSTAIRS GravityAccSd-Z -0.912379410377358
2 LAYING GravityAccSd-Z -0.984230418125
2 SITTING GravityAccSd-Z -0.954415873043478
2 STANDING GravityAccSd-Z -0.945927078703704
2 WALKING GravityAccSd-Z -0.972072847627119
2 WALKING_DOWNSTAIRS GravityAccSd-Z -0.931438313191489
2 WALKING_UPSTAIRS GravityAccSd-Z -0.878004056875
3 LAYING GravityAccSd-Z -0.964807543870968
3 SITTING GravityAccSd-Z -0.897736318269231
3 STANDING GravityAccSd-Z -0.928161577377049
3 WALKING GravityAccSd-Z -0.952091795
3 WALKING_DOWNSTAIRS GravityAccSd-Z -0.899943947755102
3 WALKING_UPSTAIRS GravityAccSd-Z -0.909469675084746
4 LAYING GravityAccSd-Z -0.976176608888889
4 SITTING GravityAccSd-Z -0.9509492546
4 STANDING GravityAccSd-Z -0.899404775267857
4 WALKING GravityAccSd-Z -0.962968112
4 WALKING_DOWNSTAIRS GravityAccSd-Z -0.937753794444444
4 WALKING_UPSTAIRS GravityAccSd-Z -0.919619453269231
5 LAYING GravityAccSd-Z -0.977076645
5 SITTING GravityAccSd-Z -0.945008999545455
5 STANDING GravityAccSd-Z -0.914608495714286
5 WALKING GravityAccSd-Z -0.964580803928571
5 WALKING_DOWNSTAIRS GravityAccSd-Z -0.927192732978723
5 WALKING_UPSTAIRS GravityAccSd-Z -0.92141958
6 LAYING GravityAccSd-Z -0.928130738421053
6 SITTING GravityAccSd-Z -0.955475832363636
6 STANDING GravityAccSd-Z -0.942795062280702
6 WALKING GravityAccSd-Z -0.957205025789474
6 WALKING_DOWNSTAIRS GravityAccSd-Z -0.934378766458333
6 WALKING_UPSTAIRS GravityAccSd-Z -0.906196352156863
7 LAYING GravityAccSd-Z -0.961908984423077
7 SITTING GravityAccSd-Z -0.868602535416667
7 STANDING GravityAccSd-Z -0.939161014716981
7 WALKING GravityAccSd-Z -0.952159770526316
7 WALKING_DOWNSTAIRS GravityAccSd-Z -0.92875646893617
7 WALKING_UPSTAIRS GravityAccSd-Z -0.881675909607843
8 LAYING GravityAccSd-Z -0.94183626337037
8 SITTING GravityAccSd-Z -0.935475331521739
8 STANDING GravityAccSd-Z -0.918293913703704
8 WALKING GravityAccSd-Z -0.956640104791667
8 WALKING_DOWNSTAIRS GravityAccSd-Z -0.897190012631579
8 WALKING_UPSTAIRS GravityAccSd-Z -0.876168930487805
9 LAYING GravityAccSd-Z -0.9712046902
9 SITTING GravityAccSd-Z -0.88585411242
9 STANDING GravityAccSd-Z -0.932245295111111
9 WALKING GravityAccSd-Z -0.955523995576923
9 WALKING_DOWNSTAIRS GravityAccSd-Z -0.876641297380952
9 WALKING_UPSTAIRS GravityAccSd-Z -0.89407107877551
10 LAYING GravityAccSd-Z -0.963045642431035
10 SITTING GravityAccSd-Z -0.966898520555556
10 STANDING GravityAccSd-Z -0.959579657727273
10 WALKING GravityAccSd-Z -0.957862728301887
10 WALKING_DOWNSTAIRS GravityAccSd-Z -0.902085224736842
10 WALKING_UPSTAIRS GravityAccSd-Z -0.864745838297872
11 LAYING GravityAccSd-Z -0.984192606315789
11 SITTING GravityAccSd-Z -0.971661610754717
11 STANDING GravityAccSd-Z -0.989433253617021
11 WALKING GravityAccSd-Z -0.960852684067797
11 WALKING_DOWNSTAIRS GravityAccSd-Z -0.925814906086956
11 WALKING_UPSTAIRS GravityAccSd-Z -0.906933171111111
12 LAYING GravityAccSd-Z -0.9596439555
12 SITTING GravityAccSd-Z -0.956208629607843
12 STANDING GravityAccSd-Z -0.939534099016393
12 WALKING GravityAccSd-Z -0.9502762272
12 WALKING_DOWNSTAIRS GravityAccSd-Z -0.935399348043478
12 WALKING_UPSTAIRS GravityAccSd-Z -0.938071183269231
13 LAYING GravityAccSd-Z -0.959892863709677
13 SITTING GravityAccSd-Z -0.930979556938776
13 STANDING GravityAccSd-Z -0.976827157368421
13 WALKING GravityAccSd-Z -0.948637587719298
13 WALKING_DOWNSTAIRS GravityAccSd-Z -0.893962984042553
13 WALKING_UPSTAIRS GravityAccSd-Z -0.910271096181818
14 LAYING GravityAccSd-Z -0.90130385627451
14 SITTING GravityAccSd-Z -0.938415738148148
14 STANDING GravityAccSd-Z -0.940757718
14 WALKING GravityAccSd-Z -0.947516969830508
14 WALKING_DOWNSTAIRS GravityAccSd-Z -0.879565316666667
14 WALKING_UPSTAIRS GravityAccSd-Z -0.875450819074074
15 LAYING GravityAccSd-Z -0.950710357083333
15 SITTING GravityAccSd-Z -0.952973658983051
15 STANDING GravityAccSd-Z -0.958810153207547
15 WALKING GravityAccSd-Z -0.95805876537037
15 WALKING_DOWNSTAIRS GravityAccSd-Z -0.93400831
15 WALKING_UPSTAIRS GravityAccSd-Z -0.92161847875
16 LAYING GravityAccSd-Z -0.967886002
16 SITTING GravityAccSd-Z -0.945813561478261
16 STANDING GravityAccSd-Z -0.959562830769231
16 WALKING GravityAccSd-Z -0.961387254313726
16 WALKING_DOWNSTAIRS GravityAccSd-Z -0.910588943191489
16 WALKING_UPSTAIRS GravityAccSd-Z -0.907649558823529
17 LAYING GravityAccSd-Z -0.957164565211268
17 SITTING GravityAccSd-Z -0.9566106440625
17 STANDING GravityAccSd-Z -0.969171762179487
17 WALKING GravityAccSd-Z -0.956903248196721
17 WALKING_DOWNSTAIRS GravityAccSd-Z -0.901097766521739
17 WALKING_UPSTAIRS GravityAccSd-Z -0.930159843541667
18 LAYING GravityAccSd-Z -0.990957249538462
18 SITTING GravityAccSd-Z -0.978340183157895
18 STANDING GravityAccSd-Z -0.976044291369863
18 WALKING GravityAccSd-Z -0.97248384875
18 WALKING_DOWNSTAIRS GravityAccSd-Z -0.921661749636364
18 WALKING_UPSTAIRS GravityAccSd-Z -0.907839723965517
19 LAYING GravityAccSd-Z -0.988819031566265
19 SITTING GravityAccSd-Z -0.960394960821918
19 STANDING GravityAccSd-Z -0.958862043972603
19 WALKING GravityAccSd-Z -0.929187930961539
19 WALKING_DOWNSTAIRS GravityAccSd-Z -0.899363131794872
19 WALKING_UPSTAIRS GravityAccSd-Z -0.83693567475
20 LAYING GravityAccSd-Z -0.9765185525
20 SITTING GravityAccSd-Z -0.935854966151515
20 STANDING GravityAccSd-Z -0.942437325616438
20 WALKING GravityAccSd-Z -0.953850439607843
20 WALKING_DOWNSTAIRS GravityAccSd-Z -0.919693532888889
20 WALKING_UPSTAIRS GravityAccSd-Z -0.904064093529412
21 LAYING GravityAccSd-Z -0.952416332444444
21 SITTING GravityAccSd-Z -0.965426493882353
21 STANDING GravityAccSd-Z -0.958590002247191
21 WALKING GravityAccSd-Z -0.974939388076923
21 WALKING_DOWNSTAIRS GravityAccSd-Z -0.916324556888889
21 WALKING_UPSTAIRS GravityAccSd-Z -0.932716253829787
22 LAYING GravityAccSd-Z -0.952435389166667
22 SITTING GravityAccSd-Z -0.927950649854839
22 STANDING GravityAccSd-Z -0.958890201587302
22 WALKING GravityAccSd-Z -0.955147847391304
22 WALKING_DOWNSTAIRS GravityAccSd-Z -0.906594023333333
22 WALKING_UPSTAIRS GravityAccSd-Z -0.913153632142857
23 LAYING GravityAccSd-Z -0.976780462083333
23 SITTING GravityAccSd-Z -0.923953600294118
23 STANDING GravityAccSd-Z -0.947199734411765
23 WALKING GravityAccSd-Z -0.932981341864407
23 WALKING_DOWNSTAIRS GravityAccSd-Z -0.905888257592593
23 WALKING_UPSTAIRS GravityAccSd-Z -0.902065910392157
24 LAYING GravityAccSd-Z -0.979239668194444
24 SITTING GravityAccSd-Z -0.963406795735294
24 STANDING GravityAccSd-Z -0.94618494942029
24 WALKING GravityAccSd-Z -0.962822966551724
24 WALKING_DOWNSTAIRS GravityAccSd-Z -0.942207718727273
24 WALKING_UPSTAIRS GravityAccSd-Z -0.934952938983051
25 LAYING GravityAccSd-Z -0.610161166287671
25 SITTING GravityAccSd-Z -0.969459982461538
25 STANDING GravityAccSd-Z -0.967792578648649
25 WALKING GravityAccSd-Z -0.944995731216216
25 WALKING_DOWNSTAIRS GravityAccSd-Z -0.92619169637931
25 WALKING_UPSTAIRS GravityAccSd-Z -0.882722399076923
26 LAYING GravityAccSd-Z -0.984081708947368
26 SITTING GravityAccSd-Z -0.944580863846154
26 STANDING GravityAccSd-Z -0.964228470675676
26 WALKING GravityAccSd-Z -0.966231561694915
26 WALKING_DOWNSTAIRS GravityAccSd-Z -0.9330817682
26 WALKING_UPSTAIRS GravityAccSd-Z -0.929636797636364
27 LAYING GravityAccSd-Z -0.989056311351351
27 SITTING GravityAccSd-Z -0.967268066
27 STANDING GravityAccSd-Z -0.968169953625
27 WALKING GravityAccSd-Z -0.956593490526316
27 WALKING_DOWNSTAIRS GravityAccSd-Z -0.920921521590909
27 WALKING_UPSTAIRS GravityAccSd-Z -0.926675381176471
28 LAYING GravityAccSd-Z -0.97912466575
28 SITTING GravityAccSd-Z -0.956087679583333
28 STANDING GravityAccSd-Z -0.951782181518987
28 WALKING GravityAccSd-Z -0.944225031851852
28 WALKING_DOWNSTAIRS GravityAccSd-Z -0.91705975
28 WALKING_UPSTAIRS GravityAccSd-Z -0.900514013333333
29 LAYING GravityAccSd-Z -0.98577817826087
29 SITTING GravityAccSd-Z -0.966032045333333
29 STANDING GravityAccSd-Z -0.984464543538462
29 WALKING GravityAccSd-Z -0.945981437169811
29 WALKING_DOWNSTAIRS GravityAccSd-Z -0.869300904791667
29 WALKING_UPSTAIRS GravityAccSd-Z -0.858849467142857
30 LAYING GravityAccSd-Z -0.983274524857143
30 SITTING GravityAccSd-Z -0.956635663064516
30 STANDING GravityAccSd-Z -0.949207368305085
30 WALKING GravityAccSd-Z -0.943958420615385
30 WALKING_DOWNSTAIRS GravityAccSd-Z -0.87766706
30 WALKING_UPSTAIRS GravityAccSd-Z -0.862402791230769
1 LAYING BodyAccJerkAvg-X 0.0810865342
1 SITTING BodyAccJerkAvg-X 0.0774825199574468
1 STANDING BodyAccJerkAvg-X 0.0753766542264151
1 WALKING BodyAccJerkAvg-X 0.0740416333157895
1 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.0541553164897959
1 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.101372729922642
2 LAYING BodyAccJerkAvg-X 0.0825972511666667
2 SITTING BodyAccJerkAvg-X 0.0722564387173913
2 STANDING BodyAccJerkAvg-X 0.0747588597592593
2 WALKING BodyAccJerkAvg-X 0.0618080696279661
2 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.110040615569574
2 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0744507839572917
3 LAYING BodyAccJerkAvg-X 0.0769811125806452
3 SITTING BodyAccJerkAvg-X 0.0726098418653846
3 STANDING BodyAccJerkAvg-X 0.0750900622277049
3 WALKING BodyAccJerkAvg-X 0.0814745882660345
3 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.0725689294489796
3 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0426880986186441
4 LAYING BodyAccJerkAvg-X 0.0934494217777778
4 SITTING BodyAccJerkAvg-X 0.0784500239
4 STANDING BodyAccJerkAvg-X 0.0721328379857143
4 WALKING BodyAccJerkAvg-X 0.0783529082183333
4 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.0971862748866667
4 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0560971909634615
5 LAYING BodyAccJerkAvg-X 0.0848164824230769
5 SITTING BodyAccJerkAvg-X 0.0749577410909091
5 STANDING BodyAccJerkAvg-X 0.0725189859107143
5 WALKING BodyAccJerkAvg-X 0.0845888833571429
5 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.109650600459574
5 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0795443483829787
6 LAYING BodyAccJerkAvg-X 0.0963481955263158
6 SITTING BodyAccJerkAvg-X 0.0754721635223636
6 STANDING BodyAccJerkAvg-X 0.0730699604561404
6 WALKING BodyAccJerkAvg-X 0.0699585876912281
6 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.103681343708333
6 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.07210675
7 LAYING BodyAccJerkAvg-X 0.0968904018076923
7 SITTING BodyAccJerkAvg-X 0.0668519793125
7 STANDING BodyAccJerkAvg-X 0.0751915112830189
7 WALKING BodyAccJerkAvg-X 0.0901462649192983
7 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.0968926184638298
7 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0724649938509804
8 LAYING BodyAccJerkAvg-X 0.0878326902592593
8 SITTING BodyAccJerkAvg-X 0.0786713761086957
8 STANDING BodyAccJerkAvg-X 0.0753739045185185
8 WALKING BodyAccJerkAvg-X 0.0703393490833333
8 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.118938088342105
8 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0813816809395122
9 LAYING BodyAccJerkAvg-X 0.08807344764
9 SITTING BodyAccJerkAvg-X 0.077005006374
9 STANDING BodyAccJerkAvg-X 0.0760032053555556
9 WALKING BodyAccJerkAvg-X 0.0704357270480769
9 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.130193043809524
9 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0692266245755102
10 LAYING BodyAccJerkAvg-X 0.073815064487931
10 SITTING BodyAccJerkAvg-X 0.0775372505185185
10 STANDING BodyAccJerkAvg-X 0.0809784390227273
10 WALKING BodyAccJerkAvg-X 0.0857943809283019
10 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.100959387447368
10 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0648829303510638
11 LAYING BodyAccJerkAvg-X 0.0766645337017544
11 SITTING BodyAccJerkAvg-X 0.0761777324716981
11 STANDING BodyAccJerkAvg-X 0.0760097721914894
11 WALKING BodyAccJerkAvg-X 0.0829709328491525
11 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.0897168657173913
11 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0968561683092593
12 LAYING BodyAccJerkAvg-X 0.0854295393833333
12 SITTING BodyAccJerkAvg-X 0.0771277656078431
12 STANDING BodyAccJerkAvg-X 0.0744631761967213
12 WALKING BodyAccJerkAvg-X 0.045764401482
12 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.0621500251717391
12 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0728660813846154
13 LAYING BodyAccJerkAvg-X 0.0767774832096774
13 SITTING BodyAccJerkAvg-X 0.0752865881142857
13 STANDING BodyAccJerkAvg-X 0.0758630962280702
13 WALKING BodyAccJerkAvg-X 0.0809590227198246
13 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.101704538333298
13 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0692442067545455
14 LAYING BodyAccJerkAvg-X 0.098140384845098
14 SITTING BodyAccJerkAvg-X 0.0741878844074074
14 STANDING BodyAccJerkAvg-X 0.0737933748485
14 WALKING BodyAccJerkAvg-X 0.0720877913452542
14 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.0428631626711111
14 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0803303022222222
15 LAYING BodyAccJerkAvg-X 0.0767515438611111
15 SITTING BodyAccJerkAvg-X 0.0784792788644068
15 STANDING BodyAccJerkAvg-X 0.0752280703207547
15 WALKING BodyAccJerkAvg-X 0.0897770721666667
15 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.0711457160166667
15 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.07297243298125
16 LAYING BodyAccJerkAvg-X 0.0783960268571429
16 SITTING BodyAccJerkAvg-X 0.0734346720289855
16 STANDING BodyAccJerkAvg-X 0.0736438905641026
16 WALKING BodyAccJerkAvg-X 0.0770223771764706
16 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.0907857064255319
16 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0762526677
17 LAYING BodyAccJerkAvg-X 0.077908974656338
17 SITTING BodyAccJerkAvg-X 0.075070986171875
17 STANDING BodyAccJerkAvg-X 0.0740864955641026
17 WALKING BodyAccJerkAvg-X 0.0773188580032787
17 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.118250858006522
17 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.07680441704375
18 LAYING BodyAccJerkAvg-X 0.0749985010769231
18 SITTING BodyAccJerkAvg-X 0.076622889
18 STANDING BodyAccJerkAvg-X 0.0753539482328767
18 WALKING BodyAccJerkAvg-X 0.0767524278392857
18 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.0809044045254545
18 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0812402028517241
19 LAYING BodyAccJerkAvg-X 0.0772317998650602
19 SITTING BodyAccJerkAvg-X 0.0753747129191781
19 STANDING BodyAccJerkAvg-X 0.0754120366712329
19 WALKING BodyAccJerkAvg-X 0.0822246284461538
19 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.0730930306923077
19 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.08315450836225
20 LAYING BodyAccJerkAvg-X 0.0892716006470588
20 SITTING BodyAccJerkAvg-X 0.0746568393030303
20 STANDING BodyAccJerkAvg-X 0.0763556159315068
20 WALKING BodyAccJerkAvg-X 0.0841234323137255
20 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.0695031058
20 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0836451256901961
21 LAYING BodyAccJerkAvg-X 0.0820150201077778
21 SITTING BodyAccJerkAvg-X 0.0757109789882353
21 STANDING BodyAccJerkAvg-X 0.0754543858764045
21 WALKING BodyAccJerkAvg-X 0.0782251820211538
21 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.0901452883333333
21 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.104034223065957
22 LAYING BodyAccJerkAvg-X 0.0752202242222222
22 SITTING BodyAccJerkAvg-X 0.0807687311935484
22 STANDING BodyAccJerkAvg-X 0.0752322891746032
22 WALKING BodyAccJerkAvg-X 0.0627777634002174
22 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.101584640833333
22 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0877172239047619
23 LAYING BodyAccJerkAvg-X 0.0831787608333333
23 SITTING BodyAccJerkAvg-X 0.0770022352205882
23 STANDING BodyAccJerkAvg-X 0.0750206478676471
23 WALKING BodyAccJerkAvg-X 0.0987319085964407
23 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.0578010605648148
23 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0723649984647059
24 LAYING BodyAccJerkAvg-X 0.08072123275
24 SITTING BodyAccJerkAvg-X 0.0763318528529412
24 STANDING BodyAccJerkAvg-X 0.0746177416521739
24 WALKING BodyAccJerkAvg-X 0.0731938975362069
24 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.0802619828545455
24 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0862310100338983
25 LAYING BodyAccJerkAvg-X 0.0879071687671233
25 SITTING BodyAccJerkAvg-X 0.0752087009912308
25 STANDING BodyAccJerkAvg-X 0.0752337295675676
25 WALKING BodyAccJerkAvg-X 0.0721720712281081
25 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.110656929396552
25 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0740041435707692
26 LAYING BodyAccJerkAvg-X 0.0866502529210526
26 SITTING BodyAccJerkAvg-X 0.0764443226333333
26 STANDING BodyAccJerkAvg-X 0.0753578207972973
26 WALKING BodyAccJerkAvg-X 0.0652303740728813
26 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.111470787918
26 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0755645318545455
27 LAYING BodyAccJerkAvg-X 0.0766268551324324
27 SITTING BodyAccJerkAvg-X 0.0779038963571429
27 STANDING BodyAccJerkAvg-X 0.074969980825
27 WALKING BodyAccJerkAvg-X 0.0684331971807018
27 WALKING_DOWNSTAIRS BodyAccJerkAvg-X 0.0936273220295455
27 WALKING_UPSTAIRS BodyAccJerkAvg-X 0.0734763532039216
28 LAYING BodyAccJerkAvg-X 0.0780770644
